"address","area","city","community_name","listing_title","municipal_district","price","province","rooms","url"
"[内至二环]武昌临江大道与彭刘杨西路交汇处","","武汉","金融街·融御滨江","金融街·融御滨江","武昌","65000元/㎡",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610156638.htm"
"[内至二环]武昌和平大道750号(原武昌车辆厂)","—60~237平米","武汉","绿地铂瑞公馆","绿地铂瑞公馆","武昌","17000元/㎡",NA,"一居/二居","https:http://wuhan.newhouse.fang.com/loupan/2610154130.htm"
"[内环以内]武昌和平大道750号武汉绿地中心","—69~111平米","武汉","海珀滨江云境B座","海珀滨江云境B座","武昌","19000元/㎡",NA,"一居","https:http://wuhan.newhouse.fang.com/loupan/2610154124.htm"
"[内至二环]武昌公正路29号(湖北省国土资源厅旁)","—163~202平米","武汉","沙湖九号","沙湖九号","武昌","43700元/㎡",NA,"四居","https:http://wuhan.newhouse.fang.com/loupan/2610155588.htm"
"[内至二环]武昌武昌-武昌老城区 张之洞路与解放路交汇处","—30~168平米","武汉","地铁复兴城","地铁复兴城","武昌","价格待定",NA,"一居/三居/四居","https:http://wuhan.newhouse.fang.com/loupan/2610156440.htm"
"[内环以内]武昌和平大道750号武汉绿地中心","—230~516平米","武汉","武汉绿地中心","武汉绿地中心","武昌","30000元/㎡",NA,"一居/二居/三居","https:http://wuhan.newhouse.fang.com/loupan/2610155826.htm"
"[内至二环]武昌才汇巷特1号(铁机路与二环线交汇处)","—96~118平米","武汉","诺展星座","诺展星座","武昌","19500元/㎡",NA,"三居/四居","https:http://wuhan.newhouse.fang.com/loupan/2610153106.htm"
"[内至二环]武昌友谊大道与才林街交汇处(建设中)","/","武汉","保利滨江中心","保利滨江中心","武昌","价格待定",NA,"三居/四居","https:http://wuhan.newhouse.fang.com/loupan/2610157036.htm"
"[内至二环]武昌黄鹤楼街道后长街46号","—65~100平米","武汉","春江名苑","春江名苑","武昌","27000元/㎡",NA,"一居/二居/三居","https:http://wuhan.newhouse.fang.com/loupan/2610162002.htm"
"[内环以内]武昌武汉内环 武昌临江大道","—84~98平米","武汉","江城之门","江城之门","武昌","25800元/㎡",NA,"一居/二居/三居","https:http://wuhan.newhouse.fang.com/loupan/2610154694.htm"
"[内至二环]武昌东湖路与兴国南路交汇处","—70~200平米","武汉","金融街(东湖)中心","金融街(东湖)中心","武昌","36000元/㎡",NA,"一居","https:http://wuhan.newhouse.fang.com/loupan/2610158950.htm"
"[内至二环]武昌和平大道8号(和平大道与中山路交汇处)","","武汉","武昌滨江国际","武昌滨江国际","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610156766.htm"
"[内至二环]武昌武昌区和平大道与才林街交汇处","","武汉","南山·纵横滨江时代","南山·纵横滨江时代","武昌","80万元/套",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610162854.htm"
"[内至二环]武昌中北路与坨塘路交汇处","","武汉","长投生态中心","长投生态中心","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610156756.htm"
"[内至二环]武昌徐东大街6号","","武汉","汇通新长江中心","汇通新长江中心","武昌","24000元/㎡",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2611209408.htm"
"[内至二环]武昌和平大道998号路地铁8号线徐家棚站r出口旁","","武汉","福星惠誉悦江中心","福星惠誉悦江中心","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610156542.htm"
"[内环以内]武昌徐东大街与沙湖大道交汇处","","武汉","M·环球中心","M·环球中心","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610161992.htm"
"[内至二环]武昌中北路103号附近","","武汉","中国铁建1818中心","中国铁建1818中心","武昌","28000元/㎡",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610938132.htm"
"[内至二环]武昌中北路171号(中北路与东沙大道交汇处)","—43~92平米","武汉","万达御湖公寓","万达御湖公寓","武昌","价格待定",NA,"一居","https:http://wuhan.newhouse.fang.com/loupan/2610156306.htm"
"[内至二环]武昌中北路147号(原武重工厂)","","武汉","复地东湖国际商铺","复地东湖国际商铺","武昌","67000元/㎡",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2611017666.htm"
"[内至二环]武昌中北路武重厂前f地块","","武汉","天风大厦","天风大厦","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610162874.htm"
"[内至二环]武昌友谊大道与才茂街交汇处","—80~113平米","武汉","万盈国际","万盈国际","武昌","价格待定",NA,"一居/二居","https:http://wuhan.newhouse.fang.com/loupan/2610154076.htm"
"[内至二环]武昌竹松路28号附近","","武汉","汉街总部国际万达尊写字楼","汉街总部国际万达尊写字楼","武昌","27000元/㎡",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610154330.htm"
"[内至二环]武昌徐东大街与友谊大道交汇处(销品茂旁)","","武汉","君临国际","君临国际","武昌","55000元/㎡",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610153200.htm"
"[内环以内]武昌和平大道与新河后街交汇处","","武汉","武汉城建·华润长江悦商铺","武汉城建·华润长江悦商铺","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610162000.htm"
"[内至二环]武昌武商梦时代旁","","武汉","龙湖天玺商铺","龙湖天玺商铺","武昌","35000元/㎡",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610158890.htm"
"[内至二环]武昌徐东大街128号","","武汉","联发国际大厦","联发国际大厦","武昌","25000元/㎡",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2611229572.htm"
"[内至二环]武昌欢乐大道一号","—495~519平米","武汉","湖北创投大厦","湖北创投大厦","武昌","25000元/㎡",NA,"五居以上","https:http://wuhan.newhouse.fang.com/loupan/2611124314.htm"
"[内环以内]武昌和平大道840号","","武汉","绿地国际金融城写字楼","绿地国际金融城写字楼","武昌","35000元/㎡",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610971562.htm"
"[内至二环]武昌积玉桥街道中山路338号","","武汉","华宇旭辉大厦","华宇旭辉大厦","武昌","24000元/㎡",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2611070026.htm"
"[内环以内]武昌长江二桥南侧,和平大道以西","","武汉","武昌区徐东大街与规划道路交汇处","武昌区徐东大街与规划道路交汇处","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610162826.htm"
"武昌区铁机路与和平大道交汇处","","武汉","武昌区铁机路与和平大道交汇处","武昌区铁机路与和平大道交汇处","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610163598.htm"
"[请选择]武昌武昌区临江大道和中山路交汇处(大堤口天主教、民政学校地块)","","武汉","武昌区临江大道和中山路交汇处","武昌区临江大道和中山路交汇处","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610159232.htm"
"武昌区中北路391号","","武汉","武昌区中北路391号","武昌区中北路391号","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610164016.htm"
"[请选择]武昌武昌区宏祥路与宏茂巷交汇处(省机电设备公司宿舍a地块)","","武汉","武昌区宏祥路与宏茂巷交汇处","武昌区宏祥路与宏茂巷交汇处","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610159174.htm"
"武昌区徐家棚团结路以西","","武汉","武昌区徐家棚团结路以西","武昌区徐家棚团结路以西","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610163744.htm"
"武昌区杨园街(国棉二厂)","","武汉","武昌区杨园街(国棉二厂)","武昌区杨园街(国棉二厂)","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610164036.htm"
"武昌区白沙洲大道和巡司河街北侧","","武汉","武昌区白沙洲大道和巡司河街北侧","武昌区白沙洲大道和巡司河街北侧","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610164038.htm"
"武昌区宏祥路、团结南路和宏茂巷围合区...","","武汉","武昌区宏祥路、团结南路和宏茂巷围合区域","武昌区宏祥路、团结南路和宏茂巷围合区域","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610163750.htm"
"[内环以内]武昌长江二桥南侧,和平大道以西","","武汉","武昌区临江大道与规划道路交汇处","武昌区临江大道与规划道路交汇处","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610162828.htm"
"武昌区铁四院以西,规划道路所合围区域","","武汉","铁四院以西,规划道路所合围区域","铁四院以西,规划道路所合围区域","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610163740.htm"
"[请选择]武昌武昌区临江大道与四马路交汇处","","武汉","武昌区临江大道与四马路交汇处","武昌区临江大道与四马路交汇处","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610159114.htm"
"武昌区建船路和纵一规划道路交叉口(武...","","武汉","建船路和纵一规划道路交叉口","建船路和纵一规划道路交叉口","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610163932.htm"
"武昌区中北路健龙地块西侧","","武汉","武昌区中北路健龙地块西侧","武昌区中北路健龙地块西侧","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610159318.htm"
"武昌区武昌滨江核心区e2地块","","武汉","武昌区武昌滨江核心区E2地块","武昌区武昌滨江核心区E2地块","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610159320.htm"
"东湖风景区磨山景区沿湖大道68号","","武汉","东湖风景区磨山景区沿湖大道68号","东湖风景区磨山景区沿湖大道68号","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610163628.htm"
"武昌区雄楚大街以北、东安路以东","","武汉","武昌区雄楚大街以北、东安路以东","武昌区雄楚大街以北、东安路以东","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610163788.htm"
"武昌区徐东大街与友谊大道交汇处w1地...","","武汉","武昌区P(2023)001号地块","武昌区P(2023)001号地块","武昌","价格待定",NA,"","https:http://wuhan.newhouse.fang.com/loupan/2610164108.htm"
