address,area,city,community_name,listing_title,municipal_district,price,province,rooms,url
定兴县金街以东、华建路以北,,定兴,,"
					
					定兴县金街以东、华建路以北地块
						",定兴,"
						,价格待定,
					",,,https:http://dingxing.newhouse.fang.com/loupan/1313198157.htm
定兴县兴华西路北侧,,定兴,,"
					
					定兴县兴华西路北侧
						",定兴,"
						,价格待定,
					",,,https:http://dingxing.newhouse.fang.com/loupan/1313197947.htm
定兴县吉祥街西侧,,定兴,,"
					
					定兴县吉祥街西侧2022046地块
						",定兴,"
						,价格待定,
					",,,https:http://dingxing.newhouse.fang.com/loupan/1313198255.htm
定兴县迎宾街东侧、开放路北侧,,定兴,,"
					
					定兴县迎宾街东侧、开放路北侧2022036地块
						",定兴,"
						,价格待定,
					",,,https:http://dingxing.newhouse.fang.com/loupan/1313198297.htm
定兴县滨河路以东,,定兴,,"
					
					定兴县滨河路以东2022043地块
						",定兴,"
						,价格待定,
					",,,https:http://dingxing.newhouse.fang.com/loupan/1313198153.htm
定兴县兴盛街东侧、朝阳路南侧,,定兴,,"
					
					定兴县兴盛街东侧、朝阳路南侧
						",定兴,"
						,价格待定,
					",,,https:http://dingxing.newhouse.fang.com/loupan/1313197889.htm
定兴县金街以东、范阳路以南,,定兴,,"
					
					定兴县金街以东、范阳路以南
						",定兴,"
						,价格待定,
					",,,https:http://dingxing.newhouse.fang.com/loupan/1313197843.htm
安陆市碧霞路(涢东学校与公安局新办公...,—106~153平米,安陆,,"
					
					水岸华府
						",安陆,"
							,4800,元/㎡(单价),
							
						",,三居/四居,https:http://anlu.newhouse.fang.com/loupan/2618164802.htm
安陆市碧霞路(涢东学校与公安局新办公...,—108~167平米,安陆,,"
					
					水岸华府二期
						",东城区,"
							,4960,元/㎡(单价),
							
						",,三居/四居,https:http://anlu.newhouse.fang.com/loupan/2638151810.htm
汉丹路粮食储备库正对面,—113~149平米,安陆,,"
					
					德安·中央公园
						",南城区,"
							,4950,元/㎡(单价),
							
						",,三居/四居,https:http://anlu.newhouse.fang.com/loupan/2638151822.htm
安陆市碧涢东路与发展一路交汇处,—128~150平米,安陆,,"
					
					百安·德安府
						",东城区,"
							,4559,元/㎡(单价),
							
						",,三居/四居,https:http://anlu.newhouse.fang.com/loupan/2638151802.htm
安陆市汉丹路109号,—96~131平米,安陆,,"
					
					领秀城
						",南城区,"
							,4198,元/㎡(单价),
							
						",,三居/四居,https:http://anlu.newhouse.fang.com/loupan/2638151808.htm
安陆市汉丹南路88号、99号,—90~129平米,安陆,,"
					
					爱仕达·凤凰君庭
						",南城区,"
							,4779,元/㎡(单价),
							
						",,三居,https:http://anlu.newhouse.fang.com/loupan/2638151814.htm
碧霞路与发展一路交汇处(涢东学校南门...,—101~140平米,安陆,,"
					
					东方·状元成
						",东城区,"
							,5160,元/㎡(单价),
							
						",,三居/四居,https:http://anlu.newhouse.fang.com/loupan/2638151804.htm
安陆市金秋大道与碧霞路交汇处,—1~138平米,安陆,,"
					
					金榜新城
						",东城区,"
						,价格待定,
					",,三居/四居,https:http://anlu.newhouse.fang.com/loupan/2638151830.htm
安陆发展一路与楚越路交汇处,—99~129平米,安陆,,"
					
					碧溪天地
						",东城区,"
						,价格待定,
					",,三居,https:http://anlu.newhouse.fang.com/loupan/2638151828.htm
安陆市碧涢东路22号,—108~126平米,安陆,,"
					
					中仁·御景
						",东城区,"
							,4000,元/㎡(单价),
							
						",,三居,https:http://anlu.newhouse.fang.com/loupan/2638151806.htm
安陆市府城办事处汉丹路100号,—117~139平米,安陆,,"
					
					凤凰新城3期
						",南城区,"
							,4560,元/㎡(单价),
							
						",,三居,https:http://anlu.newhouse.fang.com/loupan/2638151818.htm
安陆市太白大道(新一中对面),—80~380平米,安陆,,"
					
					紫台·壹号公馆
						",南城区,"
						,价格待定,
					",,一居/二居/三居/四居/五居,https:http://anlu.newhouse.fang.com/loupan/2638151800.htm
文昌路火车站旁,—115~135平米,安陆,,"
					
					文昌苑
						",城中区,"
							,4928,元/㎡(单价),
							
						",,三居,https:http://anlu.newhouse.fang.com/loupan/2638151820.htm
安陆市府城街道洪庙社区(太白初中旁),,安陆,,"
					
					中垦.安陆农产品智慧物流园
						",北城区,"
						,价格待定,
					",,,https:http://anlu.newhouse.fang.com/loupan/2638151826.htm
安陆市金秋大道75号,—110~154平米,安陆,,"
					
					涢东学府
						",东城区,"
						,价格待定,
					",,三居/四居,https:http://anlu.newhouse.fang.com/loupan/2638151816.htm
府东南路老涵洞边,,安陆,,"
					
					府东佳苑
						",安陆,"
						,价格待定,
					",,,https:http://anlu.newhouse.fang.com/loupan/2638151834.htm
碧山路89号,,安陆,,"
					
					碧山公馆
						",安陆,"
						,价格待定,
					",,,https:http://anlu.newhouse.fang.com/loupan/2638151832.htm
太白大道新电力大楼隔壁,—141平米,安陆,,"
					
					新晟·玲珑府
						",北城区,"
						,价格待定,
					",,四居,https:http://anlu.newhouse.fang.com/loupan/2638151824.htm
广场西路68号实验小学旁,—122~140平米,钟山,,"
					
					信诚学府
						",钟山县,"
							,3366,元/㎡(单价),
							
						",,三居/四居,https:http://zhongshan.newhouse.fang.com/loupan/2920158698.htm
钟山县广场中路36号(原县委大院),—100~124平米,钟山,,"
					
					悦城·壹号院
						",钟山镇,"
							,4500,元/㎡(单价),
							
						",,四居/五居,https:http://zhongshan.newhouse.fang.com/loupan/2930154814.htm
钟山县滨江北路与朝东路交汇处(市民广...,—112~150平米,钟山,,"
					
					悦城·富江壹號
						",钟山镇,"
							,4000,元/㎡(单价),
							
						",,三居/四居,https:http://zhongshan.newhouse.fang.com/loupan/2930154846.htm
钟山县广场中路36号(原县委大院),—98平米,钟山,,"
					
					悦城·壹號院
						",钟山县,"
							,4500,元/㎡(单价),
							
						",,二居,https:http://zhongshan.newhouse.fang.com/loupan/2920158264.htm
钟山县城龟石北路西侧,—100~131平米,钟山,,"
					
					大东九龙湖
						",钟山镇,"
							,3700,元/㎡(单价),
							
						",,三居/四居,https:http://zhongshan.newhouse.fang.com/loupan/2930154830.htm
钟山县北环西路南侧,—107~107平米,钟山,,"
					
					悦城·观山别院
						",钟山镇,"
							,3200,元/㎡(单价),
							
						",,四居,https:http://zhongshan.newhouse.fang.com/loupan/2930154816.htm
广西壮族自治区贺州市钟山县钟山东路1...,,钟山,,"
					
					和润·皇庭名郡
						",钟山镇,"
							,4500,元/㎡(单价),
							
						",,,https:http://zhongshan.newhouse.fang.com/loupan/2930154834.htm
广场西路与塘桥路交汇处,—115~137平米,钟山,,"
					
					悦城·学府
						",钟山镇,"
							,4100,元/㎡(单价),
							
						",,三居/四居,https:http://zhongshan.newhouse.fang.com/loupan/2930154826.htm
钟山县钟羊中路与钟山中路交汇处,—110~130平米,钟山,,"
					
					中源·融城
						",钟山镇,"
							,4300,元/㎡(单价),
							
						",,三居/四居/五居,https:http://zhongshan.newhouse.fang.com/loupan/2930154842.htm
钟山县广场西路与西环路交汇处,—107~131平米,钟山,,"
					
					盛天·领秀府
						",钟山镇,"
							,4100,元/㎡(单价),
							
						",,三居/四居,https:http://zhongshan.newhouse.fang.com/loupan/2930154828.htm
北环东路南侧c块(河东新区一期),—115~148平米,钟山,,"
					
					钟山彰泰城
						",钟山镇,"
							,4100,元/㎡(单价),
							
						",,三居/四居,https:http://zhongshan.newhouse.fang.com/loupan/2930154820.htm
迎宾大道与城厢路交汇处(碧桂园对面),—118~147平米,钟山,,"
					
					公园世家2期
						",钟山镇,"
							,4100,元/㎡(单价),
							
						",,三居/四居,https:http://zhongshan.newhouse.fang.com/loupan/2930154836.htm
西环路88号,—76~145平米,钟山,,"
					
					腾润西湖世家
						",钟山镇,"
							,3800,元/㎡(单价),
							
						",,二居/三居/四居/五居,https:http://zhongshan.newhouse.fang.com/loupan/2930154838.htm
钟山西路与拥军路交汇处(原百货公司),—95~138平米,钟山,,"
					
					和润文郡
						",钟山镇,"
							,4500,元/㎡(单价),
							
						",,三居/四居,https:http://zhongshan.newhouse.fang.com/loupan/2930154824.htm
县城西环路东侧,—128~143平米,钟山,,"
					
					塘桥花园
						",钟山镇,"
							,3500,元/㎡(单价),
							
						",,三居,https:http://zhongshan.newhouse.fang.com/loupan/2930154844.htm
兴钟南路20号东南方向30米,,钟山,,"
					
					腾润·盛世嘉园
						",钟山镇,"
							,3800,元/㎡(单价),
							
						",,,https:http://zhongshan.newhouse.fang.com/loupan/2930154840.htm
钟山县东路南侧悦城·阳光城,—98~143平米,钟山,,"
					
					悦城·阳光城
						",钟山镇,"
							,4000,元/㎡(单价),
							
						",,二居/三居/四居,https:http://zhongshan.newhouse.fang.com/loupan/2930154848.htm
广西贺州市钟山县迎宾大道东侧,—117~224平米,钟山,,"
					
					钟山碧桂园
						",钟山镇,"
							,4100,元/㎡(单价),
							
						",,三居/四居/五居,https:http://zhongshan.newhouse.fang.com/loupan/2930154832.htm
北环东路二高旁,—96~122平米,钟山,,"
					
					中源·雅苑
						",钟山镇,"
							,3700,元/㎡(单价),
							
						",,三居/四居,https:http://zhongshan.newhouse.fang.com/loupan/2930154822.htm
滨江路与北环东路交汇处以西,,钟山,,"
					
					悦城·滨江
						",钟山镇,"
							,3700,元/㎡(单价),
							
						",,,https:http://zhongshan.newhouse.fang.com/loupan/2930154818.htm
四川省峨眉山市胜利镇安吉儿幼儿园旁,—103~128平米,峨眉山,,"
					
					峨眉小院
						",胜利镇,"
							,5400,元/㎡(单价),
							
						",,三居/四居,https:http://emeishan.newhouse.fang.com/loupan/3240168366.htm
佛光西路与符北路交汇处(北门桥往73...,—104~143平米,峨眉山,,"
					
					景秀峨眉
						",绥山镇,"
							,4600,元/㎡(单价),
							
						",,二居/三居/四居,https:http://emeishan.newhouse.fang.com/loupan/3240168360.htm
峨眉山市佛光东路(佛光医院北侧),—145~219平米,峨眉山,,"
					
					碧桂园·峨眉华府
						",胜利镇,"
							,5500,元/㎡(单价),
							
						",,四居/五居,https:http://emeishan.newhouse.fang.com/loupan/3240168358.htm
峨眉山市金顶北路与万福西路两大交汇处,—124~141平米,峨眉山,,"
					
					润峨眉
						",胜利镇,"
							,5800,元/㎡(单价),
							
						",,三居/四居,https:http://emeishan.newhouse.fang.com/loupan/3240168362.htm
峨眉山风景区(报国寺旁),—93~227平米,峨眉山,,"
					
					峨眉山与湖
						",峨眉山市,"
							,8500,元/㎡(单价),
							
						",,二居/三居,https:http://emeishan.newhouse.fang.com/loupan/3219937220.htm
峨眉山市绥山镇城北路89号,—57~65平米,峨眉山,,"
					
					阳光·维多利亚
						",峨眉山市,"
							,3900,元/㎡(单价),
							
						",,三居,https:http://emeishan.newhouse.fang.com/loupan/3220094402.htm
峨眉山市秀湖大道333号,—35~65平米,峨眉山,,"
					
					峨眉·见山府
						",峨眉山市,"
							,11500,元/㎡(单价),
							
						",,一居/二居,https:http://emeishan.newhouse.fang.com/loupan/3219172930.htm
峨眉山.山门-温泉大道和秀湖大道交汇...,—75~137平米,峨眉山,,"
					
					峨眉璞园
						",峨山镇,"
							,7500,元/㎡(单价),
							
						",,二居/三居/四居,https:http://emeishan.newhouse.fang.com/loupan/3240168356.htm
峨眉山市名山南路天下名山牌坊对面,—32~52平米,峨眉山,,"
					
					峨眉时光
						",峨山镇,"
							,12000,元/㎡(单价),
							
						",,一居,https:http://emeishan.newhouse.fang.com/loupan/3240168378.htm
峨眉山市绥山镇城北路89号,—58~82平米,峨眉山,,"
					
					阳光.维多利亚
						",胜利镇,"
							,4900,元/㎡(单价),
							
						",,三居,https:http://emeishan.newhouse.fang.com/loupan/3240168364.htm
东湖湿地公园南岸,—94~142平米,峨眉山,,"
					
					水晶广场.湖湾1号
						",胜利镇,"
							,6400,元/㎡(单价),
							
						",,三居/四居,https:http://emeishan.newhouse.fang.com/loupan/3240168372.htm
峨眉山秀湖大道,,峨眉山,,"
					
					峨眉悦山府
						",峨眉山市,"
						,价格待定,
					",,,https:http://emeishan.newhouse.fang.com/loupan/3219172938.htm
峨洪路与名山南路交汇处,,峨眉山,,"
					
					恒大峨眉山国际度假区
						",黄湾乡,"
						,价格待定,
					",,,https:http://emeishan.newhouse.fang.com/loupan/3240168398.htm
绥山镇金顶北路人民法院旁,—73~75平米,峨眉山,,"
					
					圣地·阳光里
						",峨眉山市,"
							,4000,元/㎡(单价),
							
						",,三居,https:http://emeishan.newhouse.fang.com/loupan/3220278256.htm
佛光东路465号,—130平米,峨眉山,,"
					
					新城·金樾天玺
						",绥山镇,"
							,4900,元/㎡(单价),
							
						",,四居,https:http://emeishan.newhouse.fang.com/loupan/3240168380.htm
峨眉山市佛光东路(佛光医院旁),—100~145平米,峨眉山,,"
					
					碧桂园·峨眉华府(乐山峨眉山)
						",,"
							,4000,元/㎡起(单价),
							
						",,,https:http://emeishan.newhouse.fang.com/loupan/3219173058.htm
佛光东路竹叶青生态茗园内,,峨眉山,,"
					
					论道·峨眉山月
						",峨眉山市,"
							,15000,元/㎡(单价),
							
						",,,https:http://emeishan.newhouse.fang.com/loupan/3219974448.htm
峨眉山市峨山镇秀湖东路268号,—42~66平米,峨眉山,,"
					
					峨眉观顶
						",峨山镇,"
						,价格待定,
					",,一居/二居,https:http://emeishan.newhouse.fang.com/loupan/3240168376.htm
峨眉山峨秀湖畔温泉大道1号,—96~184平米,峨眉山,,"
					
					峨秀湖度假康养汤屋
						",峨山镇,"
							,15200,元/㎡(单价),
							
						",,二居/四居,https:http://emeishan.newhouse.fang.com/loupan/3240168368.htm
峨眉山市温泉大道和秀湖大道交汇处,,峨眉山,,"
					
					峨眉璞院
						",峨眉山市,"
							,7500,元/㎡(单价),
							
						",,,https:http://emeishan.newhouse.fang.com/loupan/3219172934.htm
太平新城太兴路与太宁路交汇处(砂之船...,—76~140平米,安宁,,"
					
					金地自在城
						",安宁,"
							,7500,元/㎡(单价),
							
						",,二居/三居/四居,https:http://anning.newhouse.fang.com/loupan/3410168630.htm
安宁安八路与文景路交汇处,—56~407平米,安宁,,"
					
					翰文·九万里
						",安宁,"
							,6300,元/㎡(单价),
							
						",,二居/三居/四居/五居/五居以上,https:http://anning.newhouse.fang.com/loupan/3410168622.htm
玉龙湾景区,—57~135平米,安宁,,"
					
					俊发玉龙湾
						",安宁,"
							,65,万元/套起(总价),
							
						",,二居/三居/四居/五居,https:http://anning.newhouse.fang.com/loupan/3410167908.htm
太平新城奥莱大道玉龙湾隧道南向约60...,,安宁,,"
					
					吾悦·海悦西山
						",安宁,"
							,6180,元/㎡(单价),
							
						",,,https:http://anning.newhouse.fang.com/loupan/3410168674.htm
太平新城南片区太金璐云南财经大学(安...,—114~177平米,安宁,,"
					
					融创雁来湖小镇
						",安宁,"
							,6700,元/㎡(单价),
							
						",,二居/三居/四居,https:http://anning.newhouse.fang.com/loupan/3410168462.htm
安宁市太平新城核心太宁路和东西次干道...,—84~129平米,安宁,,"
					
					金地锦康湖山大境
						",安宁,"
							,5800,元/㎡(单价),
							
						",,三居/四居,https:http://anning.newhouse.fang.com/loupan/3410169546.htm
太平新城奥特莱斯大道(昆华苑北侧),—85~105平米,安宁,,"
					
					恒大昆海湖
						",安宁,"
							,7200,元/㎡(单价),
							
						",,二居/三居,https:http://anning.newhouse.fang.com/loupan/3411153310.htm
"安宁珍泉路与安海路交叉口,罗白馨苑对...",—115~190平米,安宁,,"
					
					万达中央公园
						",安宁,"
							,7300,元/㎡(单价),
							
						",,三居/四居,https:http://anning.newhouse.fang.com/loupan/3410168658.htm
太平新城南,—68~160平米,安宁,,"
					
					浩创·悦山湖
						",安宁,"
							,6300,元/㎡(单价),
							
						",,三居/四居/五居/五居以上,https:http://anning.newhouse.fang.com/loupan/3410168652.htm
[三环以外]安宁安宁温泉镇羊角社区688号,—43~143平米,安宁,,"
					
					温泉山谷国际康旅城
						",安宁,"
							,8000,元/㎡(单价),
							
						",,一居/二居/三居,https:http://anning.newhouse.fang.com/loupan/3410339112.htm
昆畹中路与金方路交汇处西侧,—115~167平米,安宁,,"
					
					昆明安宁吾悦广场
						",安宁,"
							,8500,元/㎡(单价),
							
						",,三居/四居,https:http://anning.newhouse.fang.com/loupan/3410168174.htm
[三环以外]安宁四川师范大学附属中学向南1公里,—89~119平米,安宁,,"
					
					花样年·德商·好未來
						",安宁,"
							,6000,元/㎡(单价),
							
						",,三居/四居,https:http://anning.newhouse.fang.com/loupan/3410167998.htm
宁湖新区·安宁实验学校东侧旁,—112~146平米,安宁,,"
					
					创佳墅府
						",安宁,"
							,8400,元/㎡(单价),
							
						",,四居,https:http://anning.newhouse.fang.com/loupan/3410169518.htm
安宁市龙川路中段,—125~143平米,安宁,,"
					
					兴盛·咏宁府
						",安宁,"
						,价格待定,
					",,四居/五居,https:http://anning.newhouse.fang.com/loupan/3410184748.htm
[二至三环]安宁太平新城太金路(普融路)云南财经大学安宁校区旁,—98~280平米,安宁,,"
					
					建投璞御
						",安宁,"
							,6100,元/㎡(单价),
							
						",,三居/四居,https:http://anning.newhouse.fang.com/loupan/3410169588.htm
太平新城奥特莱斯大道与西林路交叉口,,安宁,,"
					
					卓辉·云璟天地
						",安宁,"
							,6600,元/㎡(单价),
							
						",,,https:http://anning.newhouse.fang.com/loupan/3410184656.htm
太平新城始甸村,—69~99平米,安宁,,"
					
					昆明天誉城
						",安宁,"
							,6700,元/㎡(单价),
							
						",,三居/四居,https:http://anning.newhouse.fang.com/loupan/3410168598.htm
"安宁市大屯新区,景兴路延长段兴屯2区...",—104~128平米,安宁,,"
					
					瑞伦·璞园
						",安宁,"
						,价格待定,
					",,三居/四居,https:http://anning.newhouse.fang.com/loupan/3410168700.htm
浸普路云安国际商贸城旁,—86~143平米,安宁,,"
					
					海伦堡倾城小院
						",安宁,"
							,6800,元/㎡(单价),
							
						",,三居/四居/五居/五居以上,https:http://anning.newhouse.fang.com/loupan/3410169570.htm
[一至二环]安宁安宁市太平新城玉龙湾景区,,安宁,,"
					
					滇池高尔夫·玉龙湾
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3411154106.htm
东路南侧悦城阳光城,,钟山,,"
					
					悦城阳光城
						",钟山县,,,,https:http://zhongshan.newhouse.fang.com/loupan/2920158316.htm
团结路与谦泰吉路交汇处(家乐源超市对...,—95~142平米,枝江,,"
					
					宏毅·长江首府
						",枝江,"
							,4300,元/㎡(单价),
							
						",,三居/四居,https:http://zhijiang.newhouse.fang.com/loupan/2615183750.htm
江汉大道与七星大道交汇处,—98~144平米,枝江,,"
					
					一品江山
						",枝江,"
							,4380,元/㎡(单价),
							
						",,三居/四居,https:http://zhijiang.newhouse.fang.com/loupan/2615183564.htm
沿江大道1-1,—97~150平米,枝江,,"
					
					枝江CBD·锦城天下
						",枝江,"
							,4600,元/㎡(单价),
							
						",,二居/三居/四居,https:http://zhijiang.newhouse.fang.com/loupan/2615182926.htm
枝江市民主大道枝江二中对面,—118~140平米,枝江,,"
					
					万恒润·誉天下
						",枝江,"
						,价格待定,
					",,三居/四居,https:http://zhijiang.newhouse.fang.com/loupan/2615183800.htm
友谊大道和南岗路交汇处,—97~107平米,枝江,,"
					
					中央山水
						",枝江,"
							,4200,元/㎡(单价),
							
						",,三居,https:http://zhijiang.newhouse.fang.com/loupan/2616078722.htm
枝江市仙女大道196号,—127~183平米,枝江,,"
					
					四季港湾
						",枝江,"
							,3780,元/㎡(单价),
							
						",,三居/四居/五居,https:http://zhijiang.newhouse.fang.com/loupan/2615183446.htm
枝江市团结路与水厂路交汇处(科技馆对...,—113~138平米,枝江,,"
					
					佳境天城三期
						",枝江,"
							,4650,元/㎡(单价),
							
						",,三居/四居,https:http://zhijiang.newhouse.fang.com/loupan/2615183724.htm
团结路与公园路交汇处,,枝江,,"
					
					水月星城
						",枝江,"
							,4370,元/㎡(单价),
							
						",,,https:http://zhijiang.newhouse.fang.com/loupan/2616062100.htm
民主大道以西、七星大道以北。,,枝江,,"
					
					民主大道以西、七星大道以北。
						",枝江,"
						,价格待定,
					",,,https:http://zhijiang.newhouse.fang.com/loupan/2615186840.htm
高新区白洋工业园洋城大道和丰岗路交会...,,枝江,,"
					
					白洋工业园洋城大道和丰岗路交会处
						",枝江,"
						,价格待定,
					",,,https:http://zhijiang.newhouse.fang.com/loupan/2615186868.htm
省化铁路以南,,枝江,,"
					
					省化铁路以南
						",枝江,"
						,价格待定,
					",,,https:http://zhijiang.newhouse.fang.com/loupan/2615184392.htm
安福寺镇玛瑙河以东,,枝江,,"
					
					安福寺镇玛瑙河以东
						",枝江,"
						,价格待定,
					",,,https:http://zhijiang.newhouse.fang.com/loupan/2615184398.htm
问安镇问安大道以东,,枝江,,"
					
					问安镇问安大道以东
						",枝江,"
						,价格待定,
					",,,https:http://zhijiang.newhouse.fang.com/loupan/2615184544.htm
城区民主大道以西、北奥名苑以北,,枝江,,"
					
					城区民主大道以西、北奥名苑以北
						",枝江,"
						,价格待定,
					",,,https:http://zhijiang.newhouse.fang.com/loupan/2615184560.htm
民主大道以东、汉宜高铁以北。,,枝江,,"
					
					民主大道以东、汉宜高铁以北。
						",枝江,"
						,价格待定,
					",,,https:http://zhijiang.newhouse.fang.com/loupan/2615184338.htm
石林收费站以北,,枝江,,"
					
					石林收费站以北
						",枝江,"
						,价格待定,
					",,,https:http://zhijiang.newhouse.fang.com/loupan/2615184390.htm
金山大道以西,,枝江,,"
					
					金山大道以西
						",枝江,"
						,价格待定,
					",,,https:http://zhijiang.newhouse.fang.com/loupan/2615184402.htm
顾家店镇长安大道以西,,枝江,,"
					
					顾家店镇长安大道以西
						",枝江,"
						,价格待定,
					",,,https:http://zhijiang.newhouse.fang.com/loupan/2615184614.htm
东干渠大道以西,,枝江,,"
					
					东干渠大道以西
						",枝江,"
						,价格待定,
					",,,https:http://zhijiang.newhouse.fang.com/loupan/2615186812.htm
马家店街办前进路以西、胜利路以北。,,枝江,,"
					
					马家店街办前进路以西、胜利路以北。
						",枝江,"
						,价格待定,
					",,,https:http://zhijiang.newhouse.fang.com/loupan/2615186932.htm
[一环以内]安宁太平新区(太平新区北部),—199~230平米,安宁,,"
					
					万辉星城森语苑
						",安宁,"
							,11000,元/㎡(单价),
							
						",,四居/五居,https:http://anning.newhouse.fang.com/loupan/3410227984.htm
始甸社区居委会妥乐居民小组,—75~431平米,安宁,,"
					
					蓝光云报芙蓉园
						",安宁,"
							,7000,元/㎡(单价),
							
						",,二居/三居/四居/五居/五居以上,https:http://anning.newhouse.fang.com/loupan/3410167990.htm
安宁西(温泉)收费站与昆畹西路交汇处,—102~122平米,安宁,,"
					
					安宁俊发城
						",安宁,"
						,价格待定,
					",,三居,https:http://anning.newhouse.fang.com/loupan/3410168680.htm
安宁太平玉龙湾公园北,,安宁,,"
					
					龙湾一号
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3425157782.htm
太平新城万辉星城营销中心,,安宁,,"
					
					万辉星城紫荆堡二期
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3410168442.htm
安宁珍泉路东湖世家,,安宁,,"
					
					东湖世家
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3410168766.htm
望海路(南亚陆港片区),—152~305平米,安宁,,"
					
					中南城
						",安宁,"
						,价格待定,
					",,五居,https:http://anning.newhouse.fang.com/loupan/3426227882.htm
太和路北段东侧500米,,安宁,,"
					
					天誉鱼先生的社区
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3425157780.htm
奥特莱斯前行50米,,安宁,,"
					
					宏谦公园里
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3425157788.htm
[一环以内]安宁百花西路45号,,安宁,,"
					
					安宁金色螳川商贸城
						",安宁,"
							,20000,元/㎡(单价),
							
						",,,https:http://anning.newhouse.fang.com/loupan/3411173926.htm
安宁市太平新城街道办事处,,安宁,,"
					
					太平新城街道ANCB-2022T023-A1
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3410184926.htm
安宁市连然街道,,安宁,,"
					
					安宁市连然街道2021L008
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3410184044.htm
安宁市太平新城街道,,安宁,,"
					
					安宁市太平新城街道
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3410184046.htm
[请选择]安宁安宁市草铺街道,,安宁,,"
					
					安宁市草铺街道ANCB-2021G001
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3410169524.htm
安宁市太平新城街道办事处,,安宁,,"
					
					安宁市太平新城街道办事处
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3410184790.htm
安宁市温泉街道,,安宁,,"
					
					安宁市温泉街道
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3410183974.htm
安宁市草铺街道办事处,,安宁,,"
					
					安宁市草铺街道办事处
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3410184788.htm
安宁市禄脿街道,,安宁,,"
					
					安宁市禄脿街道
						",安宁,"
						,价格待定,
					",,,https:http://anning.newhouse.fang.com/loupan/3410184698.htm
